aerolinea,origen,destino,retraso,distancia_km,fecha_partida,dia_semana,hora_salida,Time,fecha_hora_clima,temperatura,velocidad_viento,precipitacion,visibilidad
B6,MCO,BOS,0,2160.0,2018-12-16 11:01:00,1,11:01:00,661,2018-12-16 11:00:00,13.6,4.8,0.0,6000
YV,CLT,MYR,1,826.6667,2018-12-10 18:25:00,4,18:25:00,1105,2018-12-10 18:00:00,2.1,11.4,0.0,6000
US,SJU,PHL,1,3200.0,2018-12-21 19:05:00,7,19:05:00,1145,2018-12-21 19:00:00,27.9,18.8,0.0,10000
OH,BNA,MEM,1,880.0,2018-12-09 17:05:00,4,17:05:00,1025,2018-12-09 17:00:00,2.5,14.8,0.3,6000
AS,FAI,SCC,0,946.6667,2018-12-14 07:40:00,2,07:40:00,460,2018-12-14 07:00:00,-20.0,4.7,0.0,8000
US,BOS,LGA,0,1000.0,2018-12-17 08:00:00,4,08:00:00,480,2018-12-17 08:00:00,3.5,28.0,0.7,5000
B6,LAS,JFK,0,3746.6667,2018-12-20 22:17:00,7,22:17:00,1337,2018-12-20 22:00:00,15.2,1.5,0.0,6000
DL,SFO,HNL,1,4666.6665,2018-12-10 17:50:00,6,17:50:00,1070,2018-12-10 17:00:00,9.4,6.0,0.1,6000
WN,DEN,MCI,1,1266.6666,2018-12-29 12:20:00,4,12:20:00,740,2018-12-29 12:00:00,-10.6,2.8,0.0,10000
WN,MCO,RSW,0,666.6667,2018-12-07 17:30:00,3,17:30:00,1050,2018-12-07 17:00:00,21.6,6.4,0.0,10000
US,ALB,CLT,1,1786.6666,2018-12-24 14:45:00,7,14:45:00,885,2018-12-24 14:00:00,-0.8,4.0,0.3,3000
AA,DCA,STL,0,1800.0,2018-12-05 19:00:00,3,19:00:00,1140,2018-12-05 19:00:00,3.8,10.2,0.0,6000
UA,SNA,DEN,0,1813.3334,2018-12-19 13:14:00,6,13:14:00,794,2018-12-19 13:00:00,8.9,6.1,0.0,9000
EV,TUL,DTW,1,1800.0,2018-12-11 17:45:00,1,17:45:00,1065,2018-12-11 17:00:00,9.4,18.9,0.0,6000
DL,MSY,ATL,0,1266.6666,2018-12-24 06:15:00,4,06:15:00,375,2018-12-24 06:00:00,11.9,15.0,0.0,10000
XE,OMA,IAH,1,1853.3334,2018-12-31 16:04:00,6,16:04:00,964,2018-12-31 16:00:00,-0.4,6.2,0.0,6000
EV,MEM,BTR,0,1000.0,2018-12-02 14:20:00,5,14:20:00,860,2018-12-02 14:00:00,13.1,20.8,0.0,10000
WN,PHL,MDW,1,1933.3334,2018-12-11 13:15:00,2,13:15:00,795,2018-12-11 13:00:00,-3.5,6.1,0.0,10000
WN,SAT,DAL,1,800.0,2018-12-20 09:00:00,1,09:00:00,540,2018-12-20 09:00:00,10.9,16.8,0.0,6000
UA,ORD,RIC,0,1546.6666,2018-12-24 13:06:00,4,13:06:00,786,2018-12-24 13:00:00,-4.8,9.8,0.0,9000
9E,RIC,CVG,1,1466.6666,2018-12-14 13:30:00,4,13:30:00,810,2018-12-14 13:00:00,2.6,4.5,0.0,6000
OO,SFO,SAT,1,2640.0,2018-12-17 14:29:00,7,14:29:00,869,2018-12-17 14:00:00,9.6,5.0,0.0,9000
MQ,ORD,CVG,1,1000.0,2018-12-13 08:55:00,7,08:55:00,535,2018-12-13 08:00:00,-3.4,6.4,0.0,10000
WN,OAK,BUR,0,866.6667,2018-12-26 17:45:00,6,17:45:00,1065,2018-12-26 17:00:00,8.6,3.9,0.0,6000
OH,CLT,JFK,0,1840.0,2018-12-12 11:40:00,6,11:40:00,700,2018-12-12 11:00:00,-2.9,4.7,0.0,6000
AA,ORD,LGA,1,1666.6666,2018-12-04 11:05:00,4,11:05:00,665,2018-12-04 11:00:00,-2.4,10.5,0.0,6000
OO,SLC,IDA,1,893.3333,2018-12-25 11:20:00,7,11:20:00,680,2018-12-25 11:00:00,1.3,15.0,0.2,6000
EV,ATL,MGM,0,800.0,2018-12-25 11:10:00,4,11:10:00,670,2018-12-25 11:00:00,-1.0,9.5,0.0,10000
DL,JFK,ATL,0,2160.0,2018-12-11 08:10:00,6,08:10:00,490,2018-12-11 08:00:00,-3.5,8.8,0.0,10000
XE,DCA,EWR,0,893.3333,2018-12-17 06:45:00,1,06:45:00,405,2018-12-17 06:00:00,5.8,10.7,0.0,6000
WN,LAS,SAN,1,866.6667,2018-12-05 11:00:00,3,11:00:00,660,2018-12-05 11:00:00,4.8,3.9,0.0,6000
9E,DTW,CHS,0,1693.3334,2018-12-09 13:50:00,1,13:50:00,830,2018-12-09 13:00:00,-10.1,6.4,0.0,10000
AA,MIA,STX,0,2066.6667,2018-12-19 12:55:00,1,12:55:00,775,2018-12-19 12:00:00,15.4,1.0,0.0,10000
DL,LAX,MEM,0,2960.0,2018-12-16 12:32:00,1,12:32:00,752,2018-12-16 12:00:00,9.4,5.5,0.0,10000
9E,DTW,MDW,1,946.6667,2018-12-18 15:35:00,5,15:35:00,935,2018-12-18 15:00:00,-1.3,3.8,0.0,10000
DL,SLC,SNA,1,1626.6666,2018-12-30 08:40:00,4,08:40:00,520,2018-12-30 08:00:00,-3.2,13.2,0.0,6000
XE,CLE,BOS,0,1253.3334,2018-12-15 11:30:00,4,11:30:00,690,2018-12-15 11:00:00,3.4,17.1,0.0,6000
US,PHX,SMF,1,1573.3334,2018-12-18 17:40:00,6,17:40:00,1060,2018-12-18 17:00:00,11.4,4.1,0.0,10000
OO,SLC,ABQ,1,1333.3334,2018-12-14 15:10:00,4,15:10:00,910,2018-12-14 15:00:00,-4.6,4.0,0.0,8000
MQ,MKE,DFW,1,2200.0,2018-12-24 06:00:00,1,06:00:00,360,2018-12-24 06:00:00,-2.8,20.1,0.0,8000
CO,DCA,IAH,1,2773.3333,2018-12-14 08:00:00,5,08:00:00,480,2018-12-14 08:00:00,0.8,9.3,0.0,6000
DL,STL,ATL,0,1320.0,2018-12-17 07:14:00,7,07:14:00,434,2018-12-17 07:00:00,1.5,10.0,0.0,10000
EV,ROC,IAD,1,1066.6666,2018-12-20 10:20:00,4,10:20:00,620,2018-12-20 10:00:00,-0.6,12.4,0.0,6000
AA,DFW,LGA,1,2733.3333,2018-12-09 15:15:00,5,15:15:00,915,2018-12-09 15:00:00,4.0,16.3,0.0,6000
OO,PSP,SFO,0,1213.3334,2018-12-21 06:00:00,4,06:00:00,360,2018-12-21 06:00:00,19.7,5.4,0.0,6000
AA,DFW,MSP,0,1866.6666,2018-12-09 10:50:00,4,10:50:00,650,2018-12-09 10:00:00,3.3,16.5,0.0,6000
MQ,RIC,ORD,0,1800.0,2018-12-29 09:00:00,7,09:00:00,540,2018-12-29 09:00:00,10.8,12.5,0.0,10000
DL,PHX,DTW,1,3066.6667,2018-12-21 15:10:00,5,15:10:00,910,2018-12-21 15:00:00,6.8,10.3,0.0,6000
DL,ATL,IAH,0,1893.3334,2018-12-30 21:30:00,6,21:30:00,1290,2018-12-30 21:00:00,12.9,7.5,0.7,5000
XE,IAH,JAN,0,973.3333,2018-12-29 13:48:00,3,13:48:00,828,2018-12-29 13:00:00,8.9,12.0,0.0,6000
XE,FAR,ORD,0,1493.3334,2018-12-07 06:00:00,2,06:00:00,360,2018-12-07 06:00:00,-9.5,11.4,0.0,8000
DL,SNA,SLC,0,1760.0,2018-12-28 06:45:00,1,06:45:00,405,2018-12-28 06:00:00,9.7,10.1,0.0,10000
OH,GSO,ATL,0,1360.0,2018-12-02 12:19:00,5,12:19:00,739,2018-12-02 12:00:00,12.2,6.0,0.1,6000
WN,GEG,BOI,1,800.0,2018-12-21 15:45:00,7,15:45:00,945,2018-12-21 15:00:00,-1.0,26.8,0.0,10000
AA,BOS,MIA,0,2866.6667,2018-12-09 14:10:00,7,14:10:00,850,2018-12-09 14:00:00,-3.5,11.8,0.0,6000
US,SJU,PHL,1,3253.3333,2018-12-22 15:40:00,4,15:40:00,940,2018-12-22 15:00:00,26.8,13.9,0.3,6000
AA,DFW,SEA,1,3533.3333,2018-12-06 07:40:00,3,07:40:00,460,2018-12-06 07:00:00,8.8,16.9,0.0,6000
DL,PHL,ATL,0,1986.6666,2018-12-20 11:30:00,2,11:30:00,690,2018-12-20 11:00:00,-0.5,1.9,0.0,9000
DL,FLL,LGA,1,2413.3333,2018-12-06 18:59:00,2,18:59:00,1139,2018-12-06 18:00:00,22.5,19.7,0.0,10000
DL,ATL,IAD,0,1426.6666,2018-12-13 13:42:00,4,13:42:00,822,2018-12-13 13:00:00,4.0,8.9,0.0,6000
XE,TYS,ORD,0,1360.0,2018-12-13 11:41:00,2,11:41:00,701,2018-12-13 11:00:00,5.1,6.1,0.0,6000
XE,ELP,IAH,0,1573.3334,2018-12-20 15:13:00,3,15:13:00,913,2018-12-20 15:00:00,5.5,2.9,0.0,10000
CO,IAH,SFO,1,3400.0,2018-12-03 11:25:00,1,11:25:00,685,2018-12-03 11:00:00,10.1,15.0,0.0,10000
FL,RSW,MDW,1,2400.0,2018-12-26 10:50:00,7,10:50:00,650,2018-12-26 10:00:00,17.0,12.2,0.0,6000
AA,DEN,ORD,1,1933.3334,2018-12-01 17:10:00,5,17:10:00,1030,2018-12-01 17:00:00,4.1,13.9,0.0,6000
DL,DCA,DTW,1,1320.0,2018-12-23 09:48:00,5,09:48:00,588,2018-12-23 09:00:00,-0.2,5.4,0.0,10000
EV,ATL,SAV,1,893.3333,2018-12-01 09:55:00,2,09:55:00,595,2018-12-01 09:00:00,11.1,16.1,0.1,6000
AS,LAS,SEA,0,2186.6667,2018-12-11 13:10:00,6,13:10:00,790,2018-12-11 13:00:00,8.9,5.0,0.0,6000
CO,AUS,EWR,1,2840.0,2018-12-27 06:30:00,7,06:30:00,390,2018-12-27 06:00:00,15.6,20.2,12.6,3000
DL,DTW,SRQ,0,2173.3333,2018-12-06 12:20:00,7,12:20:00,740,2018-12-06 12:00:00,-2.2,16.0,0.0,6000
OO,SLC,OAK,0,1626.6666,2018-12-23 16:46:00,3,16:46:00,1006,2018-12-23 16:00:00,-0.3,2.8,0.0,6000
WN,BWI,ISP,1,866.6667,2018-12-18 08:00:00,3,08:00:00,480,2018-12-18 08:00:00,1.4,18.1,0.0,8000
WN,ELP,ABQ,1,733.3333,2018-12-31 07:00:00,4,07:00:00,420,2018-12-31 07:00:00,-0.8,14.8,0.0,10000
OO,ELP,DEN,1,1453.3334,2018-12-13 12:29:00,4,12:29:00,749,2018-12-13 12:00:00,4.0,20.7,0.0,10000
MQ,ATL,LGA,1,1800.0,2018-12-24 09:05:00,5,09:05:00,545,2018-12-24 09:00:00,3.0,19.2,0.0,6000
MQ,LGA,CLE,0,1533.3334,2018-12-03 09:55:00,5,09:55:00,595,2018-12-03 09:00:00,12.1,18.7,0.0,6000
B6,ORD,BOS,1,1760.0,2018-12-07 19:10:00,3,19:10:00,1150,2018-12-07 19:00:00,-3.2,15.9,0.0,10000
WN,LAS,FLL,1,3666.6667,2018-12-28 09:35:00,3,09:35:00,575,2018-12-28 09:00:00,3.2,28.3,0.0,10000
DL,FLL,ATL,0,1573.3334,2018-12-15 05:40:00,1,05:40:00,340,2018-12-15 05:00:00,24.5,21.5,0.0,6000
OO,LAS,PSP,1,786.6667,2018-12-18 14:19:00,5,14:19:00,859,2018-12-18 14:00:00,7.0,3.4,0.0,8000
DL,SEA,MSP,1,2600.0,2018-12-30 11:15:00,7,11:15:00,675,2018-12-30 11:00:00,4.9,16.0,0.0,9000
OH,CHS,ATL,0,1133.3334,2018-12-31 10:05:00,2,10:05:00,605,2018-12-31 10:00:00,15.2,6.5,0.0,6000
EV,CRW,ATL,1,1306.6666,2018-12-07 12:15:00,4,12:15:00,735,2018-12-07 12:00:00,-1.0,10.0,0.0,6000
AA,DFW,ICT,0,1000.0,2018-12-25 12:45:00,7,12:45:00,765,2018-12-25 12:00:00,13.1,6.9,0.0,6000
DL,SLC,LAX,1,1533.3334,2018-12-10 15:06:00,7,15:06:00,906,2018-12-10 15:00:00,-2.8,1.5,0.0,6000
WN,DEN,LAS,1,1600.0,2018-12-22 21:55:00,4,21:55:00,1315,2018-12-22 21:00:00,2.8,19.7,0.0,9000
MQ,ORD,TOL,0,733.3333,2018-12-04 16:15:00,4,16:15:00,975,2018-12-04 16:00:00,-1.2,8.3,0.1,4000
US,CLT,TPA,0,1320.0,2018-12-22 13:00:00,6,13:00:00,780,2018-12-22 13:00:00,4.6,13.7,0.0,10000
WN,LAS,PHX,1,933.3333,2018-12-12 12:05:00,1,12:05:00,725,2018-12-12 12:00:00,8.6,4.1,0.0,6000
US,MCI,PHX,0,2280.0,2018-12-15 15:00:00,6,15:00:00,900,2018-12-15 15:00:00,-0.6,7.3,0.0,10000
MQ,CVG,ORD,1,1066.6666,2018-12-11 17:20:00,4,17:20:00,1040,2018-12-11 17:00:00,3.6,17.1,0.0,9000
DL,PHX,MSP,0,2640.0,2018-12-19 10:12:00,1,10:12:00,612,2018-12-19 10:00:00,8.9,4.7,0.0,10000
9E,AMA,MEM,0,1640.0,2018-12-03 05:50:00,2,05:50:00,350,2018-12-03 05:00:00,0.6,3.8,0.1,6000
MQ,DSM,ORD,0,1200.0,2018-12-12 18:40:00,5,18:40:00,1120,2018-12-12 18:00:00,3.8,15.9,0.0,10000
XE,IAH,ATL,1,1613.3334,2018-12-11 10:35:00,4,10:35:00,635,2018-12-11 10:00:00,2.4,6.6,0.0,10000
AA,MEM,DFW,0,1333.3334,2018-12-17 14:55:00,6,14:55:00,895,2018-12-17 14:00:00,3.1,5.8,0.0,6000
UA,MSY,IAD,0,2040.0,2018-12-17 17:38:00,3,17:38:00,1058,2018-12-17 17:00:00,14.0,7.0,0.0,6000
EV,MHT,IAD,0,1466.6666,2018-12-26 19:05:00,4,19:05:00,1145,2018-12-26 19:00:00,2.1,11.3,0.0,10000
WN,BWI,IND,1,1400.0,2018-12-30 09:00:00,3,09:00:00,540,2018-12-30 09:00:00,0.6,5.4,0.0,6000
XE,MSY,IAH,0,933.3333,2018-12-28 07:20:00,7,07:20:00,440,2018-12-28 07:00:00,19.0,18.4,1.5,5000
OO,SLC,BIL,1,1120.0,2018-12-25 21:40:00,2,21:40:00,1300,2018-12-25 21:00:00,2.1,15.0,0.0,6000
XE,TUL,IAH,1,1226.6666,2018-12-06 12:10:00,3,12:10:00,730,2018-12-06 12:00:00,6.9,16.6,0.0,6000
WN,SNA,SMF,1,1200.0,2018-12-20 07:20:00,5,07:20:00,440,2018-12-20 07:00:00,11.1,5.9,0.0,10000
MQ,ORD,RST,0,933.3333,2018-12-08 08:25:00,1,08:25:00,505,2018-12-08 08:00:00,-6.8,9.2,0.0,6000
WN,LAS,RNO,1,1000.0,2018-12-23 21:20:00,7,21:20:00,1280,2018-12-23 21:00:00,15.3,3.6,0.0,6000
OO,OAK,SLC,1,1373.3334,2018-12-06 16:32:00,4,16:32:00,992,2018-12-06 16:00:00,8.9,17.1,0.0,8000
UA,LAX,PHL,0,4160.0,2018-12-13 09:10:00,7,09:10:00,550,2018-12-13 09:00:00,9.9,12.7,0.0,10000
XE,ALB,CLE,1,1293.3334,2018-12-21 16:59:00,5,16:59:00,1019,2018-12-21 16:00:00,12.8,15.2,0.9,5000
WN,SFO,LAS,0,1266.6666,2018-12-07 10:00:00,5,10:00:00,600,2018-12-07 10:00:00,7.9,5.4,0.0,10000
FL,ATL,HPN,0,1840.0,2018-12-24 17:41:00,2,17:41:00,1061,2018-12-24 17:00:00,6.2,14.7,0.0,10000
B6,FLL,JFK,1,2333.3333,2018-12-12 17:20:00,7,17:20:00,1040,2018-12-12 17:00:00,21.6,23.1,0.0,6000
MQ,DFW,PNS,0,1333.3334,2018-12-09 11:55:00,4,11:55:00,715,2018-12-09 11:00:00,3.2,14.9,0.0,6000
FL,ICT,ATL,0,1626.6666,2018-12-07 12:28:00,5,12:28:00,748,2018-12-07 12:00:00,-3.9,10.9,0.0,6000
B6,IAD,BOS,0,1186.6666,2018-12-30 06:31:00,4,06:31:00,391,2018-12-30 06:00:00,1.5,4.1,0.0,6000
OO,LAX,RNO,0,1133.3334,2018-12-27 08:01:00,1,08:01:00,481,2018-12-27 08:00:00,8.6,13.2,0.0,9000
WN,PHX,ABQ,1,866.6667,2018-12-07 13:50:00,3,13:50:00,830,2018-12-07 13:00:00,11.6,8.4,0.2,6000
MQ,ORD,FSD,1,1333.3334,2018-12-19 15:05:00,4,15:05:00,905,2018-12-19 15:00:00,3.1,14.0,0.0,6000
AA,SFO,DFW,0,2800.0,2018-12-11 07:20:00,4,07:20:00,440,2018-12-11 07:00:00,8.0,7.4,0.0,10000
MQ,ORD,CMI,1,666.6667,2018-12-03 12:00:00,3,12:00:00,720,2018-12-03 12:00:00,-0.4,13.2,0.0,4000
DL,MSP,SEA,0,2933.3333,2018-12-20 14:20:00,5,14:20:00,860,2018-12-20 14:00:00,1.5,15.8,0.1,6000
AA,PHL,MIA,0,2466.6667,2018-12-14 18:35:00,5,18:35:00,1115,2018-12-14 18:00:00,12.1,11.2,0.0,6000
DL,LGA,DTW,0,1693.3334,2018-12-02 10:35:00,4,10:35:00,635,2018-12-02 10:00:00,9.1,17.3,0.6,5000
DL,MSP,DCA,0,1880.0,2018-12-28 13:05:00,4,13:05:00,785,2018-12-28 13:00:00,-5.1,20.4,0.1,4000
AA,ABQ,DFW,0,1400.0,2018-12-29 17:20:00,3,17:20:00,1040,2018-12-29 17:00:00,-11.1,6.8,0.0,10000
CO,CLT,IAH,0,2400.0,2018-12-06 06:00:00,1,06:00:00,360,2018-12-06 06:00:00,-1.1,6.4,0.0,10000
EV,LGA,IAD,1,1120.0,2018-12-18 16:41:00,3,16:41:00,1001,2018-12-18 16:00:00,0.2,26.1,0.0,10000
MQ,MKE,DFW,0,2200.0,2018-12-30 09:15:00,3,09:15:00,555,2018-12-30 09:00:00,-7.1,18.2,0.0,10000
WN,OAK,SEA,1,1666.6666,2018-12-13 18:35:00,5,18:35:00,1115,2018-12-13 18:00:00,13.5,12.1,0.0,10000
9E,OKC,ATL,1,1693.3334,2018-12-16 17:48:00,3,17:48:00,1068,2018-12-16 17:00:00,9.7,3.8,0.0,6000
AA,SFO,ORD,0,3400.0,2018-12-06 10:10:00,6,10:10:00,610,2018-12-06 10:00:00,9.4,6.1,0.0,6000
US,PHX,PDX,0,2253.3333,2018-12-05 11:15:00,2,11:15:00,675,2018-12-05 11:00:00,10.4,15.5,0.0,6000
US,LGA,DCA,0,986.6667,2018-12-16 21:00:00,3,21:00:00,1260,2018-12-16 21:00:00,4.6,30.2,0.2,6000
OO,RNO,SFO,1,893.3333,2018-12-15 10:41:00,5,10:41:00,641,2018-12-15 10:00:00,4.6,3.8,0.0,9000
US,DCA,LGA,0,1106.6666,2018-12-30 09:00:00,5,09:00:00,540,2018-12-30 09:00:00,0.9,4.7,0.0,6000
MQ,DFW,GRK,1,666.6667,2018-12-17 12:10:00,6,12:10:00,730,2018-12-17 12:00:00,5.3,5.4,0.0,6000
9E,DTW,PIA,0,1186.6666,2018-12-17 15:20:00,1,15:20:00,920,2018-12-17 15:00:00,1.7,13.4,0.0,6000
FL,BWI,MSY,0,2346.6667,2018-12-07 14:41:00,1,14:41:00,881,2018-12-07 14:00:00,1.8,10.1,0.0,10000
DL,LAS,SLC,0,1106.6666,2018-12-01 18:22:00,6,18:22:00,1102,2018-12-01 18:00:00,10.7,6.9,0.0,9000
UA,SAN,SFO,1,1306.6666,2018-12-23 10:28:00,7,10:28:00,628,2018-12-23 10:00:00,10.9,5.7,0.0,10000
9E,DTW,LSE,0,1426.6666,2018-12-16 08:30:00,2,08:30:00,510,2018-12-16 08:00:00,2.2,9.1,0.0,6000
WN,SFO,LAX,1,1000.0,2018-12-09 19:35:00,4,19:35:00,1175,2018-12-09 19:00:00,12.3,4.2,0.0,6000
MQ,LAX,SAN,0,600.0,2018-12-21 11:55:00,7,11:55:00,715,2018-12-21 11:00:00,10.9,10.3,0.0,6000
AS,SEA,SFO,1,1786.6666,2018-12-24 10:00:00,5,10:00:00,600,2018-12-24 10:00:00,3.9,9.4,0.0,9000
OO,FAT,LAX,0,946.6667,2018-12-30 08:30:00,3,08:30:00,510,2018-12-30 08:00:00,0.8,4.3,0.0,9000
WN,PHX,MHT,1,3800.0,2018-12-11 12:45:00,7,12:45:00,765,2018-12-11 12:00:00,12.6,10.1,0.0,6000
UA,OMA,ORD,0,1280.0,2018-12-12 06:00:00,3,06:00:00,360,2018-12-12 06:00:00,-3.8,15.3,0.0,10000
WN,MDW,IND,1,733.3333,2018-12-27 16:25:00,4,16:25:00,985,2018-12-27 16:00:00,4.9,30.1,1.8,5000
EV,ATL,TLH,1,1013.3333,2018-12-29 08:35:00,2,08:35:00,515,2018-12-29 08:00:00,11.9,6.6,0.0,6000
MQ,MIA,ATL,0,1600.0,2018-12-14 13:55:00,2,13:55:00,835,2018-12-14 13:00:00,24.8,23.1,0.1,6000
FL,LGA,ATL,0,2066.6667,2018-12-31 13:19:00,3,13:19:00,799,2018-12-31 13:00:00,-1.7,1.0,0.0,6000
EV,MGM,ATL,0,853.3333,2018-12-09 07:30:00,7,07:30:00,450,2018-12-09 07:00:00,8.2,30.4,2.4,5000
AA,SFO,MIA,1,4200.0,2018-12-12 06:00:00,3,06:00:00,360,2018-12-12 06:00:00,12.6,18.1,0.0,6000
WN,DEN,PHX,0,1600.0,2018-12-13 06:15:00,2,06:15:00,375,2018-12-13 06:00:00,-0.1,33.4,0.1,4000
US,PHL,ATL,1,1986.6666,2018-12-31 16:10:00,2,16:10:00,970,2018-12-31 16:00:00,6.9,8.3,0.0,6000
OO,PDX,SEA,1,720.0,2018-12-25 09:47:00,1,09:47:00,587,2018-12-25 09:00:00,4.9,5.2,0.0,6000
WN,MDW,SDF,1,866.6667,2018-12-29 12:20:00,1,12:20:00,740,2018-12-29 12:00:00,-1.6,6.2,0.1,4000
UA,MSY,DEN,1,2400.0,2018-12-11 15:03:00,5,15:03:00,903,2018-12-11 15:00:00,7.8,10.7,0.0,10000
DL,ATL,STL,0,1506.6666,2018-12-02 19:15:00,3,19:15:00,1155,2018-12-02 19:00:00,21.2,18.7,0.0,10000
B6,MCO,EWR,0,1933.3334,2018-12-11 08:05:00,3,08:05:00,485,2018-12-11 08:00:00,6.8,7.7,0.0,10000
DL,MDW,ATL,1,1520.0,2018-12-23 11:15:00,4,11:15:00,675,2018-12-23 11:00:00,-3.1,9.1,0.0,6000
UA,SFO,SEA,0,1786.6666,2018-12-07 20:15:00,3,20:15:00,1215,2018-12-07 20:00:00,15.3,2.8,0.0,10000
AA,LGA,DFW,0,3400.0,2018-12-01 10:15:00,5,10:15:00,615,2018-12-01 10:00:00,-1.5,9.7,0.0,10000
OH,GSO,DTW,0,1560.0,2018-12-20 16:58:00,7,16:58:00,1018,2018-12-20 16:00:00,6.9,11.2,2.1,5000
DL,ATL,PHF,1,1280.0,2018-12-20 13:57:00,7,13:57:00,837,2018-12-20 13:00:00,7.5,19.0,3.9,4000
DL,GPT,ATL,0,1066.6666,2018-12-13 10:35:00,1,10:35:00,635,2018-12-13 10:00:00,15.7,15.3,0.1,6000
WN,FLL,BUF,1,2466.6667,2018-12-23 11:10:00,3,11:10:00,670,2018-12-23 11:00:00,10.9,9.5,0.0,9000
OO,SLC,SUN,0,933.3333,2018-12-26 21:45:00,2,21:45:00,1305,2018-12-26 21:00:00,-0.9,14.4,0.0,6000
AA,DFW,IAH,0,933.3333,2018-12-08 10:10:00,4,10:10:00,610,2018-12-08 10:00:00,5.6,23.6,0.0,6000
UA,DEN,LAX,1,2093.3333,2018-12-06 21:43:00,4,21:43:00,1303,2018-12-06 21:00:00,0.1,11.2,0.0,6000
US,FLL,PHL,0,2093.3333,2018-12-02 06:00:00,2,06:00:00,360,2018-12-02 06:00:00,24.1,15.0,0.0,10000
OO,DEN,GCC,0,1186.6666,2018-12-06 19:20:00,4,19:20:00,1160,2018-12-06 19:00:00,1.1,15.1,0.0,8000
WN,PHX,STL,1,2333.3333,2018-12-28 07:00:00,4,07:00:00,420,2018-12-28 07:00:00,5.9,8.0,0.0,10000
EV,JAN,ATL,1,1146.6666,2018-12-13 15:42:00,5,15:42:00,942,2018-12-13 15:00:00,14.1,17.1,0.0,6000
MQ,TYS,DFW,0,2066.6667,2018-12-08 16:15:00,4,16:15:00,975,2018-12-08 16:00:00,3.7,13.0,0.1,6000
DL,OKC,ATL,0,1693.3334,2018-12-24 05:45:00,6,05:45:00,345,2018-12-24 05:00:00,4.0,8.5,0.0,10000
WN,SAN,SMF,1,1266.6666,2018-12-05 20:45:00,1,20:45:00,1245,2018-12-05 20:00:00,14.9,5.9,0.5,5000
DL,MSP,ATL,1,2040.0,2018-12-24 13:05:00,7,13:05:00,785,2018-12-24 13:00:00,-9.9,2.5,0.0,6000
MQ,CVG,ORD,0,1066.6666,2018-12-05 16:00:00,5,16:00:00,960,2018-12-05 16:00:00,0.4,16.3,0.0,9000
DL,DCA,ATL,0,1666.6666,2018-12-24 09:00:00,3,09:00:00,540,2018-12-24 09:00:00,1.9,8.2,0.0,10000
DL,SLC,DTW,1,2800.0,2018-12-27 11:10:00,7,11:10:00,670,2018-12-27 11:00:00,-5.2,3.9,0.1,4000
9E,SBN,DTW,0,880.0,2018-12-17 13:34:00,4,13:34:00,814,2018-12-17 13:00:00,0.6,15.5,0.0,8000
9E,CLT,ATL,0,1240.0,2018-12-10 16:32:00,5,16:32:00,992,2018-12-10 16:00:00,1.5,17.7,0.3,4000
OO,ORD,LEX,0,933.3333,2018-12-05 07:55:00,5,07:55:00,475,2018-12-05 07:00:00,-2.8,11.7,0.1,4000
DL,MSP,AUS,1,2186.6667,2018-12-02 14:25:00,7,14:25:00,865,2018-12-02 14:00:00,-1.0,23.2,0.1,4000
WN,SEA,PHX,1,2266.6667,2018-12-19 08:55:00,5,08:55:00,535,2018-12-19 08:00:00,6.6,17.6,0.0,8000
DL,SFO,JFK,0,4400.0,2018-12-08 06:30:00,6,06:30:00,390,2018-12-08 06:00:00,8.7,6.6,0.0,10000
XE,GRB,CLE,0,1133.3334,2018-12-11 08:00:00,1,08:00:00,480,2018-12-11 08:00:00,-7.9,10.9,0.0,10000
OH,ORD,JFK,1,1933.3334,2018-12-08 17:30:00,5,17:30:00,1050,2018-12-08 17:00:00,-2.2,4.0,0.0,10000
EV,CRW,ATL,1,1200.0,2018-12-05 15:55:00,7,15:55:00,955,2018-12-05 15:00:00,0.3,14.4,0.1,4000
DL,ATL,MLB,0,1306.6666,2018-12-25 08:56:00,5,08:56:00,536,2018-12-25 08:00:00,-0.9,5.8,0.0,10000
XE,RDU,EWR,1,1333.3334,2018-12-22 19:50:00,5,19:50:00,1190,2018-12-22 19:00:00,10.9,17.6,0.0,10000
OO,LAX,SBA,0,586.6667,2018-12-15 23:06:00,3,23:06:00,1386,2018-12-15 23:00:00,16.0,11.4,0.0,10000
B6,BOS,MCO,1,2586.6667,2018-12-18 07:00:00,7,07:00:00,420,2018-12-18 07:00:00,-0.4,36.1,0.0,6000
OO,SAN,LAX,1,560.0,2018-12-26 19:34:00,3,19:34:00,1174,2018-12-26 19:00:00,15.3,7.2,0.0,10000
WN,OKC,HOU,0,1133.3334,2018-12-31 06:15:00,4,06:15:00,375,2018-12-31 06:00:00,1.2,14.4,0.9,5000
OO,DEN,IDA,0,1306.6666,2018-12-02 21:26:00,2,21:26:00,1286,2018-12-02 21:00:00,2.0,9.7,0.0,10000
AS,SEA,LAS,1,1946.6666,2018-12-03 10:30:00,5,10:30:00,630,2018-12-03 10:00:00,0.9,2.3,0.0,6000
US,CLT,MIA,0,1640.0,2018-12-13 13:15:00,5,13:15:00,795,2018-12-13 13:00:00,1.8,5.8,0.0,6000
